[SNID] Subject,[PT] Subject,Subject,Predicate,[SNID] Object,[PT] Object,Object,Sentence,Location,#Docs,Doc#,Doc,Source,#Hits,Hit#,Hit
nal_thesaurus.876,proteins,the Pyrococcus proteins,bind,ncbi.5984,RFC4,a 1,"In the present study, we determined the crystal structures of an orthologous protein from the archaeon Pyrococcus horikoshii (PH1109), alone and complexed with CoA, at 1.65 A and 1.70 A resolutions, respectively, and that of P. furiosus protein (PF0725) in the CoA-bound form at 1.70 A. The CoA-bound structures are very similar to each other, revealing that the Pyrococcus proteins bind CoA in a 1:1 stoichiometry.",Standard Abstract,1,1,17342453,https://www.ncbi.nlm.nih.gov/pubmed/17342453,1,1,"The single-domain coenzyme A (CoA)-binding protein is conserved in bacteria, archaea, and a few eukaryal taxa.... In the present study, we determined the crystal structures of an orthologous protein from the archaeon Pyrococcus horikoshii (PH1109), alone and complexed with CoA, at 1.65 A and 1.70 A resolutions, respectively, and that of P. furiosus protein (PF0725) in the CoA-bound form at 1.70 A. The CoA-bound structures are very similar to each other, revealing that the Pyrococcus proteins bind CoA in a 1:1 stoichiometry. ... eng"
nlm.D012685,Sepharose,the ATP-agarose,separates,ncbi.4842,NOS1,apo-nNOS,"Further fractionation of the ATP-agarose flow-through on Sephacryl S-300 separates free thioredoxin from apo-nNOS activating activity, Hsp70, and a small amount of thioredoxin, all of which are eluted throughout the macromolecular peak.",Standard Abstract,1,1,21755988,https://www.ncbi.nlm.nih.gov/pubmed/21755988,1,1,"We have reported that heme-dependent activation of apo-neuronal nitric oxide synthase (apo-nNOS) to the active holo-enzyme dimer is dependent upon factors present in reticulocyte lysate and other cytosols.... Further fractionation of the ATP-agarose flow-through on Sephacryl S-300 separates free thioredoxin from apo-nNOS activating activity, Hsp70, and a small amount of thioredoxin, all of which are eluted throughout the macromolecular peak.... eng"
nal_thesaurus.6744,enzymes,both enzymes,scavenge,ncbi.100188340,AOS,AOS,Triple function compounds such as compound 24 that specifically inhibit both enzymes as well as scavenge AOS possess a variety of pharmacologically beneficial effects.,Standard Abstract,1,1,1992126,https://www.ncbi.nlm.nih.gov/pubmed/1992126,1,1,A novel series of (3-pyridylmethyl)benzoquinone derivatives was molecular designed and synthesized for the dual purpose of inhibiting thromboxane A2 and leukotriene biosynthesis enzymes and scavenging active oxygen species (AOS).... Triple function compounds such as compound 24 that specifically inhibit both enzymes as well as scavenge AOS possess a variety of pharmacologically beneficial effects.... eng
nlm.D045304,Cytochromes c,cytochrome c release,activating,ncbi.142,PARP1,PARP,"The possible mechanism of apoptosis induction is the p53-mediated mitochondrial apoptotic signaling pathway, which promotes cytochrome c release and induces apoptosis by activating caspase-3 and PARP.",Standard Abstract,1,1,26639236,https://www.ncbi.nlm.nih.gov/pubmed/26639236,1,1,"Neuroblastoma (NB), the most common extracranial solid tumor in childhood, remains one of the most challenging types of cancer to treat.... The possible mechanism of apoptosis induction is the p53-mediated mitochondrial apoptotic signaling pathway, which promotes cytochrome c release and induces apoptosis by activating caspase-3 and PARP. ... eng"
nlm.D015847,Interleukin-4,IL-4,enhances,ncbi.1437,CSF2,granulocyte-macrophage colony-stimulating factor,In the present study we demonstrate that IL-4 enhances production of granulocyte-macrophage colony-stimulating factor (GM-CSF) from TNF-alpha-stimulated HUVEC.,Standard Abstract,1,1,1284034,https://www.ncbi.nlm.nih.gov/pubmed/1284034,1,1,"Tumour necrosis factor alpha (TNF-alpha) and interleukin 4 (IL-4) selectively synergise in inducing expression of the mononuclear cell adhesion receptor VCAM-1 (vascular cell adhesion molecule-1) on human umbilical vein endothelial cells (HUVEC), which results in increased adhesiveness of HUVEC for T lymphocytes.... In the present study we demonstrate that IL-4 enhances production of granulocyte-macrophage colony-stimulating factor (GM-CSF) from TNF-alpha-stimulated HUVEC.... eng"
nal_thesaurus.21101,verapamil,verapamil treatment,completely blunted,ncbi.9771,RAPGEF5,GFR,"Treatment with captopril produced a more pronounced and earlier fall in exercise-induced GFR than in untreated controls, while verapamil treatment completely blunted the decline in GFR, with a concomitant increase in plasma ANP.",Standard Abstract,1,1,12623513,https://www.ncbi.nlm.nih.gov/pubmed/12623513,1,1,"Increased physical activity is followed by a stimulation of the sympathetic nervous system and this effect is probably more pronounced in patients with chronic renal failure and hypertension than in healthy controls.... Treatment with captopril produced a more pronounced and earlier fall in exercise-induced GFR than in untreated controls, while verapamil treatment completely blunted the decline in GFR, with a concomitant increase in plasma ANP.... eng"
nlm.D016328,NF-kappa B,the NF-kappaB-dependent reporter gene expression,activated,ncbi.7132,TNFRSF1A,TNFR1,"Zerumbone also inhibited the NF-kappaB-dependent reporter gene expression activated by TNF, TNFR1, TRADD, TRAF2, NIK, and IKK but not that activated by the p65 subunit of NF-kappaB.",Standard Abstract,1,1,16007145,https://www.ncbi.nlm.nih.gov/pubmed/16007145,1,1,"Zerumbone found in subtropical ginger Zingiber zerumbet Smith exhibits antiproliferative and antiinflammatory activities but underlying molecular mechanisms are poorly understood.... Zerumbone also inhibited the NF-kappaB-dependent reporter gene expression activated by TNF, TNFR1, TRADD, TRAF2, NIK, and IKK but not that activated by the p65 subunit of NF-kappaB.... eng"
nlm.D000911_group_3_cc97f998431a18e89d04fda3469b95ce,"Antibodies, Monoclonal",monoclonal antibodies,directed,ncbi.920,CD4,CD4,We report here that clonal deletion of V+ beta 6 cells in Mlsa mice can be prevented by in vivo neonatal administration of monoclonal antibodies directed against CD4.,Standard Abstract,1,1,2970592,https://www.ncbi.nlm.nih.gov/pubmed/2970592,1,1,"T-cell differentiation in the thymus involves the coordinate expression of genes encoding the alpha and beta chains of the major histocompatibility complex-restricted heterodimeric antigen receptor (TCR) complex, as well as other functionally important molecules such as CD4 and CD8.... We report here that clonal deletion of V+ beta 6 cells in Mlsa mice can be prevented by in vivo neonatal administration of monoclonal antibodies directed against CD4. ... eng"
nal_thesaurus.6421,calcium,Ca2+,exhibits,ncbi.10195,ALG3,not,"However, the receptor HL2 response toward Cd2+ , Mg2+ , Ba2+ , Ca2+ besides Zn2+ and exhibits fluorescence enhancement but not enough to detection of the concentration levels of Zn2+ .",Standard Abstract,1,1,28353208,https://www.ncbi.nlm.nih.gov/pubmed/28353208,1,1,"In this study, the coumarin-derived schiff bases (HL1 and HL2 ) have been designed and synthesized.... However, the receptor HL2 response toward Cd2+ , Mg2+ , Ba2+ , Ca2+ besides Zn2+ and exhibits fluorescence enhancement but not enough to detection of the concentration levels of Zn2+ .... eng"
nal_thesaurus.6421,calcium,Calcium,effectively reduces,ncbi.5741,PTH,PTH,Calcium effectively reduces PTH and benefits both cortical and trabecular bone yet increases the degree of extra skeletal calcification.,Standard Abstract,1,1,24038306,https://www.ncbi.nlm.nih.gov/pubmed/24038306,1,1,"Patients with chronic kidney disease (CKD) have increased risk of fractures, yet the optimal treatment is unknown.... Calcium effectively reduces PTH and benefits both cortical and trabecular bone yet increases the degree of extra skeletal calcification.... eng"
nlm.D019343,Citric Acid,neither ferric citrate,alone regulates,ncbi.4490,MT1B,MT-1,There is a key role for the hemopexin receptor because neither ferric citrate nor iron-transferrin alone regulates MT-1 or HO-1.,Standard Abstract,1,1,11213480,https://www.ncbi.nlm.nih.gov/pubmed/11213480,1,1,A model has been developed for the hemopexin receptor-mediated heme transport system based on iron uptake in yeast.... There is a key role for the hemopexin receptor because neither ferric citrate nor iron-transferrin alone regulates MT-1 or HO-1. ... eng
nal_thesaurus.7265,aluminum,the aluminum industry waste,Spent,ncbi.8879,SGPL1,SPL,"Both species presented sensitive and efficient response to the applied tests after exposure to the DNA-alkylating agent Methyl Methanesulfonate (MMS), the heavy metal Cadmium, the aluminum industry waste Spent Potliner (SPL) and the herbicide Atrazine.",Standard Abstract,1,1,28340458,https://www.ncbi.nlm.nih.gov/pubmed/28340458,1,1,"Studies that help understand the mechanisms of action of environmental pollutants are extremely important in environmental toxicology.... Both species presented sensitive and efficient response to the applied tests after exposure to the DNA-alkylating agent Methyl Methanesulfonate (MMS), the heavy metal Cadmium, the aluminum industry waste Spent Potliner (SPL) and the herbicide Atrazine.... eng"
nal_thesaurus.45917,parathyroid hormone,40 degrees C. Parathyroid hormone,stimulate,ncbi.3476,IGBP1,a 4-,"This clone expresses alpha 1 type (I) procollagen mRNA and secretes type I procollagen C-peptide at both temperatures, although the levels were slightly elevated at 40 degrees C. The cell line expresses alkaline phosphatase activity at 34 degrees C, and the basal level of this enzyme increases 2- to 6-fold at 40 degrees C. Alkaline phosphatase activity is induced 4- to 8-fold by 1 alpha,25-dihydroxyvitamin D3 (vitamin D3) at both temperatures, but transforming growth factor-beta 1 (TGF-beta 1) suppresses enzyme expression > 90% at 40 degrees C. Vitamin D3 also induces a 10-fold increase in osteocalcin secretion when the clone is maintained at 34 degrees C, and this induction is enhanced > 8-fold at 40 degrees C. Parathyroid hormone and forskolin stimulate a 4- to 6-fold increase in the production of intracellular cyclic AMP (cAMP) by the cells at 34 degrees C, and this stimulation is enhanced 2- to 4-fold at 40 degrees C. In contrast, prostaglandin E2 stimulates a 7- to 8-fold increase in cAMP only when the cells are maintained at 34 degrees C. This cell line secretes TGF-beta 1 and interleukin-6 (IL-6) at 34 degrees C, but only the basal secretion of IL-6 increases 70% at 40 degrees C. Finally, alizarin red-S histochemical staining demonstrates that these cells produce mineralized nodules at both temperatures.",Standard Abstract,1,1,8725178,https://www.ncbi.nlm.nih.gov/pubmed/8725178,1,1,"Many osteoblastic cell lines are currently in use, but these have limitations either in terms of their relevance to adult human biology and disease or in terms of their suitability for biochemical and molecular analyses.... This clone expresses alpha 1 type (I) procollagen mRNA and secretes type I procollagen C-peptide at both temperatures, although the levels were slightly elevated at 40 degrees C. The cell line expresses alkaline phosphatase activity at 34 degrees C, and the basal level of this enzyme increases 2- to 6-fold at 40 degrees C. Alkaline phosphatase activity is induced 4- to 8-fold by 1 alpha,25-dihydroxyvitamin D3 (vitamin D3) at both temperatures, but transforming growth factor-beta 1 (TGF-beta 1) suppresses enzyme expression > 90% at 40 degrees C. Vitamin D3 also induces a 10-fold increase in osteocalcin secretion when the clone is maintained at 34 degrees C, and this induction is enhanced > 8-fold at 40 degrees C. Parathyroid hormone and forskolin stimulate a 4- to 6-fold increase in the production of intracellular cyclic AMP (cAMP) by the cells at 34 degrees C, and this stimulation is enhanced 2- to 4-fold at 40 degrees C. In contrast, prostaglandin E2 stimulates a 7- to 8-fold increase in cAMP only when the cells are maintained at 34 degrees C. This cell line secretes TGF-beta 1 and interleukin-6 (IL-6) at 34 degrees C, but only the basal secretion of IL-6 increases 70% at 40 degrees C. Finally, alizarin red-S histochemical staining demonstrates that these cells produce mineralized nodules at both temperatures.... eng"
nal_thesaurus.7737,polyamines,polyamines,hypusinated,ncbi.1984,EIF5A,eIF5A,We have previously reported that Ebola virus (EBOV) requires polyamines and hypusinated eIF5A for replication.,Standard Abstract,1,1,30045993,https://www.ncbi.nlm.nih.gov/pubmed/30045993,1,1,"Polyamines and hypusinated eIF5A have been implicated in the replication of diverse viruses; however, defining their roles in supporting virus replication is still under investigation. We have previously reported that Ebola virus (EBOV) requires polyamines and hypusinated eIF5A for replication. ... eng"
chebi.60295,2-octynoic acid,2-octynoic acid,inhibited,ncbi.1756,DMD,"4,8-DMD","Also, 2-octynoic acid inhibited the production of 4,8-DMD, but mevastatin did not.",Standard Abstract,1,1,16222778,https://www.ncbi.nlm.nih.gov/pubmed/16222778,1,1,"4,8-Dimethyldecanal (4,8-DMD) is the aggregation pheromone produced by male red flour beetles (RFB), Tribolium castaneum.... Also, 2-octynoic acid inhibited the production of 4,8-DMD, but mevastatin did not.... eng"
nlm.D009638_group_2_c096c02b304bd622ba750bbe6c3b9b27,Norepinephrine,intra-arterial noradrenaline,decreased,ncbi.8706,B3GALNT1,P,"In the experimental arm, the vasoconstrictor response to LBNP was 65% greater 30 min after the adrenaline infusion (P = 0.075), whereas the response to intra-arterial noradrenaline decreased by 36% (P greater than 0.1).",Standard Abstract,1,1,2163419,https://www.ncbi.nlm.nih.gov/pubmed/2163419,1,1,"Adrenaline facilitates the neural release of endogenous noradrenaline by stimulating prejunctional beta-receptors on adrenergic nerve endings.... In the experimental arm, the vasoconstrictor response to LBNP was 65% greater 30 min after the adrenaline infusion (P = 0.075), whereas the response to intra-arterial noradrenaline decreased by 36% (P greater than 0.1). ... eng"
